SEQ TITLE	Sel Result	Accession	Description	Similarity[%]	Coverage[%]	Taxid	Lineage	superkingdom	kingdom	subkingdom	superphylum	phylum	subphylum	superclass	class	subclass	superorder	order	suborder	superfamily	family	subfamily	tribe	subtribe	genus	species group	species		
ASV_322	1/3	FJ936172	Dictyochloropsis reticulata strain CCHU 5616 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence &gt;gi|557673716|gb|KC333524.1| Symbiochloris handae strain CCHU 5616 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	95,3	80,8	40981	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_328	1/3	KC333509	Symbiochloris sp. SAG 2069 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	85,3	99,7	1854750	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris; unclassified Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_33	1/3	MZ969848	Diplosphaera chodatii isolate HP-19P internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	99,1	100,0	152768	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Diplosphaera	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Diplosphaera				
ASV_332	1/3	MT228372	Asterochloris sp. PB-2020 voucher PK_276A internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	100,0	100,0	2719229	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Asterochloris; unclassified Asterochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Asterochloris				
ASV_344	1/3	MZ969863	Elliptochloris marina isolate HP-44P small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	92,2	100,0	631447	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Elliptochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Elliptochloris				
ASV_345	1/3	KM020048	Stichococcus bacillaris isolate FG2/4.2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence	87,9	99,3	37433	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Stichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Stichococcus				
ASV_35	1/3	MN397053	Dictyochloropsis sp. 17945 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	99,7	100,0	2607442	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Dictyochloropsis; unclassified Dictyochloropsis	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Dictyochloropsis				
ASV_353	1/3	MZ969863	Elliptochloris marina isolate HP-44P small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	91,7	100,0	631447	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Elliptochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Elliptochloris				
ASV_356	1/3	LT560355	Elliptochloris antarctica partial 18S rRNA gene, strain SAG 2200	91,8	93,3	1844074	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Elliptochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Elliptochloris				
ASV_359	1/3	MT078175	Tritostichococcus coniocybes strain ST-8 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	99,8	94,0	2710711	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Tritostichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Tritostichococcus				
ASV_361	1/3	KC333509	Symbiochloris sp. SAG 2069 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	97,0	99,7	1854750	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris; unclassified Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_364	1/3	MT078170	Deuterostichococcus epilithicus strain SAG 2482 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	100,0	94,1	2710713	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Deuterostichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Deuterostichococcus				
ASV_365	1/3	AJ431679	Stichococcus mirabilis ITS1, 5.8S rRNA gene and ITS2, strain CCAP 379/3	99,0	94,2	154978	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Stichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Stichococcus				
ASV_37	1/3	MT872312	Diplosphaera chodatii isolate HP-56P-2018-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	98,7	100,0	152768	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Diplosphaera	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Diplosphaera				
ASV_379	1/3	MW043700	Asterochloris sp. CL91 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	87,1	100,0	2775836	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Asterochloris; unclassified Asterochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Asterochloris				
ASV_383	1/3	MK005085	Stichococcus sp. S2RA-21 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence	100,0	99,3	2501449	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Stichococcus; unclassified Stichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Stichococcus				
ASV_39	1/3	KT215299	Dictyochloropsis symbiontica isolate GyngeD5b internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence	82,0	100,0	531392	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_397	1/3	MH551522	Chloroidium laureanum strain CAUP H8501 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S ribosomal RNA gene, region	98,4	93,7	2250240	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Watanabea clade; Chloroidium	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Chloroidium				
ASV_4	1/3	MK005082	Desmococcus olivaceus isolate S2MWC-13 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence	99,8	99,4	187459	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Desmococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Desmococcus				
ASV_40	1/3	MN397053	Dictyochloropsis sp. 17945 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	92,0	100,0	2607442	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Dictyochloropsis; unclassified Dictyochloropsis	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Dictyochloropsis				
ASV_402	1/3	MT078170	Deuterostichococcus epilithicus strain SAG 2482 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	99,8	94,1	2710713	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Deuterostichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Deuterostichococcus				
ASV_403	1/3	KF907697	Chlorophyta sp. URa25 voucher Herbarium Tuerk51489 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	94,5	85,0	1472627	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; unclassified Chlorophyta	Eukaryota	Viridiplantae			Chlorophyta																	
ASV_407	1/3	MH551522	Chloroidium laureanum strain CAUP H8501 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S ribosomal RNA gene, region	99,5	93,7	2250240	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Watanabea clade; Chloroidium	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Chloroidium				
ASV_408	1/3	MT735206	Gloeocystis sp. PA-1-4 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	97,6	100,0	2749348	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Chlorophyceae; CS clade; Sphaeropleales; Radiococcaceae; Gloeocystis; unclassified Gloeocystis	Eukaryota	Viridiplantae			Chlorophyta			Chlorophyceae			Sphaeropleales			Radiococcaceae				Gloeocystis				
ASV_409	1/3	MW043705	Asterochloris sp. CL93 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	100,0	100,0	2775841	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Asterochloris; unclassified Asterochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Asterochloris				
ASV_41	1/3	KY587810	Apatococcus sp. MSC0050473 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	88,6	76,5	2026833	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Apatococcus; unclassified Apatococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Chlorellales			Chlorellaceae				Apatococcus				
ASV_411	1/3	HE586537	Coccomyxa sp. KN-2011-C10 genomic DNA containing ITS1, 5.8S rRNA gene and ITS2, intragenomic variability copy A, strain C10	85,7	99,8	1082358	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa; unclassified Coccomyxa (in: Viridiplantae)	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_412	1/3	LT560355	Elliptochloris antarctica partial 18S rRNA gene, strain SAG 2200	92,0	93,5	1844074	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Elliptochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Elliptochloris				
ASV_42	1/3	MN397053	Dictyochloropsis sp. 17945 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	92,2	100,0	2607442	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Dictyochloropsis; unclassified Dictyochloropsis	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Dictyochloropsis				
ASV_422	1/3	KP081407	Stichococcus sp. KP09AW1004 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence	92,2	100,0	1628383	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Stichococcus; unclassified Stichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Stichococcus				
ASV_423	1/3	AC277064	Coccomyxa subellipsoidea C-169 clone FAHX137-B20, complete sequence	100,0	100,0	574566	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa; Coccomyxa subellipsoidea	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa		Coccomyxa subellipsoidea		
ASV_43	1/3	GU017646	Symbiochloris symbiontica strain SAG 2099 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence	93,2	36,4	531392	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_443	1/3	KT215299	Dictyochloropsis symbiontica isolate GyngeD5b internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence	82,5	100,0	531392	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_45	1/3	MT872312	Diplosphaera chodatii isolate HP-56P-2018-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	98,7	100,0	152768	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Diplosphaera	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Diplosphaera				
ASV_451	1/3	MW077556	Pseudochlorella pyrenoidosa strain CCAP264-3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	99,8	100,0	420354	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Pseudochlorella	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Chlorellales			Chlorellaceae				Pseudochlorella				
ASV_46	1/3	MZ969848	Diplosphaera chodatii isolate HP-19P internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	97,9	100,0	152768	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Diplosphaera	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Diplosphaera				
ASV_462	1/3	HE586535	Coccomyxa sp. KN-2011-C8 genomic DNA containing ITS1, 5.8S rRNA gene and ITS2, intragenomic variability copy B, strain C8	97,8	100,0	1082369	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa; unclassified Coccomyxa (in: Viridiplantae)	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_463	1/3	MK005077	Pseudochlorella sp. S2MWC-05 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence	98,8	99,3	2501446	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Pseudochlorella; unclassified Pseudochlorella	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Chlorellales			Chlorellaceae				Pseudochlorella				
ASV_464	1/3	KX987987	Prasiola cf. delicata IGB-2016 isolate I438 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	89,7	100,0	1909397	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Prasiolaceae; Prasiola	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Prasiolaceae				Prasiola				
ASV_47	1/3	MZ969848	Diplosphaera chodatii isolate HP-19P internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	99,1	100,0	152768	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Diplosphaera	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Diplosphaera				
ASV_474	1/3	KC333517	Symbiochloris sp. CAUP H8603 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	85,7	100,0	1854751	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris; unclassified Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_475	1/3	EU434040	Interfilum sp. SAG 2100 clone K644 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence	99,8	99,8	519234	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Klebsormidiophyceae; Klebsormidiales; Klebsormidiaceae; Interfilum; unclassified Interfilum	Eukaryota	Viridiplantae			Streptophyta			Klebsormidiophyceae			Klebsormidiales			Klebsormidiaceae				Interfilum				
ASV_48	1/3	MZ817001	Punctelia borreri voucher ARI BD08(SF48) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	99,5	100,0	172639	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Lecanorales; Lecanorineae; Parmeliaceae; Punctelia	Eukaryota	Fungi	Dikarya		Ascomycota	Pezizomycotina		Lecanoromycetes	Lecanoromycetidae		Lecanorales	Lecanorineae		Parmeliaceae				Punctelia				
ASV_484	1/3	MT078170	Deuterostichococcus epilithicus strain SAG 2482 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	99,8	94,1	2710713	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Deuterostichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Deuterostichococcus				
ASV_485	1/3	JQ359768	Trebouxia gigantea isolate BGK29 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence	98,0	100,0	103878	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_487	1/3	KF907697	Chlorophyta sp. URa25 voucher Herbarium Tuerk51489 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	93,9	85,0	1472627	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; unclassified Chlorophyta	Eukaryota	Viridiplantae			Chlorophyta																	
ASV_489	1/3	MK005102	Trebouxia sp. S4MWC-25 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence	99,8	99,3	2501455	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia; unclassified Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_49	1/3	MH703748	Diplosphaera sp. Ru-6-16 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	100,0	100,0	2291452	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Diplosphaera; unclassified Diplosphaera	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Diplosphaera				
ASV_491	1/3	MK522494	Trebouxiophyceae sp. YN21-20 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	88,0	98,3	2518932	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; unclassified Trebouxiophyceae	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae														
ASV_495	1/3	MW043692	Asterochloris sp. CL814 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	88,2	100,0	2775828	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Asterochloris; unclassified Asterochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Asterochloris				
ASV_498	1/3	KC333517	Symbiochloris sp. CAUP H8603 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	86,3	100,0	1854751	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris; unclassified Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_499	1/3	KM020048	Stichococcus bacillaris isolate FG2/4.2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence	92,6	99,3	37433	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Stichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Stichococcus				
ASV_5	1/3	MN396910	Trebouxia decolorans voucher 17958 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	100,0	100,0	300845	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_500	1/3	MW077556	Pseudochlorella pyrenoidosa strain CCAP264-3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	100,0	100,0	420354	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Pseudochlorella	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Chlorellales			Chlorellaceae				Pseudochlorella				
